"","TCGA-OR-A5JP-01A","TCGA-OR-A5JG-01A","TCGA-OR-A5K1-01A","TCGA-OR-A5JR-01A","TCGA-OR-A5KU-01A","TCGA-OR-A5L9-01A","TCGA-OR-A5JQ-01A","TCGA-OR-A5K4-01A","TCGA-OR-A5JL-01A","TCGA-OR-A5LS-01A","TCGA-OR-A5K2-01A","TCGA-OU-A5PI-01A","TCGA-P6-A5OG-01A","TCGA-OR-A5JW-01A","TCGA-OR-A5JF-01A","TCGA-OR-A5J8-01A","TCGA-PA-A5YG-01A","TCGA-OR-A5KV-01A","TCGA-OR-A5L4-01A","TCGA-OR-A5KX-01A","TCGA-OR-A5L8-01A","TCGA-OR-A5JO-01A","TCGA-OR-A5JA-01A","TCGA-OR-A5LO-01A","TCGA-OR-A5JM-01A","TCGA-OR-A5JV-01A","TCGA-OR-A5LC-01A","TCGA-OR-A5JI-01A","TCGA-OR-A5LA-01A","TCGA-OR-A5JE-01A","TCGA-OR-A5JZ-01A","TCGA-OR-A5KO-01A","TCGA-OR-A5KZ-01A","TCGA-OR-A5LJ-01A","TCGA-OR-A5LB-01A","TCGA-OR-A5LT-01A","TCGA-OR-A5LD-01A","TCGA-OR-A5J2-01A","TCGA-OR-A5LE-01A","TCGA-OR-A5JS-01A","TCGA-OR-A5K6-01A","TCGA-OR-A5JY-01A","TCGA-OR-A5JT-01A","TCGA-PK-A5H8-01A","TCGA-OR-A5JX-01A","TCGA-OR-A5LK-01A","TCGA-P6-A5OF-01A","TCGA-OR-A5KT-01A","TCGA-OR-A5K5-01A","TCGA-OR-A5JC-01A","TCGA-OR-A5LP-01A","TCGA-OR-A5JD-01A","TCGA-OR-A5LM-01A","TCGA-PK-A5HA-01A","TCGA-OR-A5J6-01A","TCGA-OR-A5LH-01A","TCGA-OR-A5KY-01A","TCGA-OR-A5LN-01A","TCGA-PK-A5HB-01A","TCGA-OR-A5L3-01A","TCGA-OR-A5JJ-01A","TCGA-OR-A5K8-01A","TCGA-OR-A5LG-01A","TCGA-OR-A5K0-01A","TCGA-OR-A5J9-01A","TCGA-OR-A5J1-01A","TCGA-OR-A5J5-01A","TCGA-OR-A5L6-01A","TCGA-OR-A5KW-01A","TCGA-OR-A5K9-01A","TCGA-OR-A5J7-01A","TCGA-PK-A5H9-01A","TCGA-OR-A5LR-01A","TCGA-OR-A5JK-01A","TCGA-OR-A5JB-01A","TCGA-OR-A5LL-01A","TCGA-OR-A5K3-01A","TCGA-OR-A5J3-01A","TCGA-OR-A5L5-01A"
"RWnetHS",2.55529746483363,2.38737037800951,2.36156809762398,2.28564453216858,2.65375860352139,2.1144122559006,2.30153347116633,2.07788288086674,2.18179025214981,1.87095260431665,2.50713477467382,2.26740923181154,2.81394527358791,2.29670615688724,2.23485332872525,2.82854930625212,2.40477622860911,2.69107288077883,2.481727044353,2.44351797482874,1.91316964311537,2.58927037331281,2.70030898362366,2.64277209752601,2.46634246490367,2.51440428946717,2.35669017349219,2.33390976768722,2.40260529960719,2.55155301337387,2.606585494024,2.43300499550346,2.72189753234526,2.2223578402278,2.27444268837008,2.4824466084375,1.92468078164753,2.28744754681405,2.27981687884892,2.4234995993879,2.27956712068253,2.58390649848133,2.33204751552066,2.34562099943174,2.61988797805289,2.31520044693505,2.56624611212727,2.53106772784929,2.70228889764312,2.36633214664258,2.46512608939766,2.26930540907107,2.59443811374738,2.43806712082845,2.41432833778164,2.37427745670638,2.43898047141628,2.16866588939719,2.63814508033136,1.98843293640091,2.46908674960274,2.34008733573039,2.36868908303226,2.26532146080345,2.12984000992466,2.07954542102385,2.14845565181962,2.53108515740238,2.68523533056598,2.60852387249683,2.26778782642953,2.43639330149217,2.40767628375835,2.2094410332054,2.87095260431665,2.19298657667791,2.55535771428511,2.59814815148569,2.36151336825944
